Age,Gender,Location,Income,Savings,Existing Investments,Life Stage,Existing Policies,Website Activity Score,Past Claims,Recommended Policy Type,Coverage Amount,Premium Term,Interest in Add-on Benefits,Upselling Opportunity,Premium Amount
55,Female,Rural,63000,42000,8000,Married,1,92,0,Retirement Plan,90000,Whole Life,65,1,15000
34,Female,Urban,33000,7000,32000,Married,1,95,1,Life Insurance,90000,20 Years,59,1,15000
34,Female,Urban,27000,22000,35000,Married,2,66,0,Life Insurance,90000,Whole Life,49,1,15000
58,Female,Suburban,62000,44000,41000,Empty Nesters,2,44,1,Retirement Plan,90000,20 Years,95,0,15000
51,Male,Rural,77000,31000,43000,Married,0,92,1,Retirement Plan,90000,20 Years,71,1,15000
28,Male,Suburban,26000,19000,62000,Married,1,95,1,Life Insurance,90000,5 Years,61,0,15000
29,Male,Rural,74000,74000,32000,Single,0,95,1,Investment Plan,90000,5 Years,77,0,15000
60,Female,Urban,77000,45000,68000,Parents,1,71,0,Retirement Plan,90000,10 Years,69,1,15000
29,Male,Urban,61000,37000,80000,Married,0,95,1,Investment Plan,90000,Whole Life,60,0,15000
39,Female,Suburban,95000,55000,92000,Partnered,1,65,0,Investment Plan,90000,20 Years,67,1,15000
30,Female,Urban,42000,27000,80000,Partnered,1,90,0,Health Insurance,90000,Whole Life,65,1,15000
66,Female,Urban,62000,20000,8000,Empty Nesters,1,53,1,Retirement Plan,90000,Whole Life,85,1,15000
35,Male,Urban,60000,67000,94000,Single,2,83,1,Investment Plan,90000,5 Years,65,0,15000
42,Male,Suburban,45000,16000,57000,Married,2,81,1,Health Insurance,90000,10 Years,73,1,15000
39,Male,Urban,46000,26000,43000,Married,0,86,1,Health Insurance,90000,20 Years,68,0,15000
24,Female,Urban,30000,12000,96000,Single,2,95,1,Life Insurance,90000,Whole Life,69,1,15000
40,Female,Suburban,57000,44000,71000,Married,2,85,1,Investment Plan,90000,5 Years,67,0,15000
45,Male,Suburban,46000,26000,24000,Parents,2,95,0,Health Insurance,90000,Whole Life,77,0,15000
31,Female,Urban,65000,33000,40000,Married,2,95,0,Health Insurance,90000,10 Years,68,1,15000
31,Female,Rural,25000,3000,13000,Single,2,95,1,Life Insurance,90000,20 Years,40,0,15000
53,Female,Rural,73000,49000,38000,Parents,2,76,0,Retirement Plan,90000,10 Years,91,0,15000
33,Female,Rural,30000,13000,44000,Single,0,95,1,Life Insurance,90000,5 Years,69,0,15000
22,Male,Suburban,25000,2000,77000,Single,0,95,0,Life Insurance,90000,Whole Life,66,0,15000
34,Female,Rural,53000,20000,46000,Partnered,0,95,1,Health Insurance,90000,20 Years,85,0,15000
67,Female,Rural,61000,50000,54000,Empty Nesters,2,44,0,Retirement Plan,90000,Whole Life,72,0,15000
33,Female,Rural,43000,25000,36000,Partnered,2,95,1,Health Insurance,90000,5 Years,43,1,15000
36,Male,Urban,47000,5000,25000,Partnered,1,69,1,Health Insurance,90000,Whole Life,58,1,15000
63,Male,Rural,84000,55000,42000,Empty Nesters,1,32,1,Retirement Plan,90000,20 Years,89,1,15000
45,Male,Suburban,47000,28000,49000,Empty Nesters,1,89,0,Health Insurance,90000,5 Years,82,1,15000
31,Female,Suburban,34000,15000,29000,Married,1,95,0,Life Insurance,90000,20 Years,57,0,15000
43,Female,Rural,64000,21000,26000,Parents,0,76,0,Health Insurance,90000,20 Years,77,1,15000
54,Female,Suburban,84000,32000,75000,Parents,2,44,1,Retirement Plan,90000,20 Years,63,0,15000
23,Male,Rural,39000,20000,100000,Single,2,95,0,Life Insurance,90000,Whole Life,71,0,15000
34,Female,Urban,44000,31000,92000,Married,2,65,0,Health Insurance,90000,10 Years,63,1,15000
32,Male,Rural,49000,57000,77000,Single,2,95,0,Investment Plan,90000,20 Years,67,0,15000
69,Female,Suburban,58000,46000,49000,Empty Nesters,1,33,1,Retirement Plan,90000,20 Years,95,1,15000
30,Male,Rural,39000,15000,7000,Single,0,95,1,Life Insurance,90000,20 Years,43,0,15000
61,Female,Urban,83000,53000,15000,Empty Nesters,0,27,1,Retirement Plan,90000,Whole Life,78,1,15000
34,Female,Suburban,37000,7000,55000,Married,1,82,0,Life Insurance,90000,Whole Life,52,0,15000
26,Male,Urban,35000,20000,70000,Partnered,2,95,0,Life Insurance,90000,5 Years,67,1,15000
34,Female,Rural,82000,40000,81000,Married,1,92,1,Investment Plan,90000,Whole Life,64,1,15000
37,Female,Suburban,70000,32000,66000,Single,0,88,1,Investment Plan,90000,10 Years,79,1,15000
42,Male,Rural,76000,57000,47000,Empty Nesters,1,86,0,Investment Plan,90000,5 Years,74,0,15000
29,Male,Rural,26000,19000,27000,Married,1,88,1,Life Insurance,90000,5 Years,44,1,15000
29,Female,Rural,103000,55000,34000,Married,1,95,0,Investment Plan,90000,10 Years,74,0,15000
63,Male,Suburban,61000,31000,21000,Empty Nesters,2,72,1,Retirement Plan,90000,Whole Life,81,0,15000
42,Male,Urban,87000,69000,32000,Parents,1,81,0,Investment Plan,90000,10 Years,72,1,15000
42,Female,Urban,50000,28000,35000,Empty Nesters,0,63,0,Health Insurance,90000,Whole Life,87,0,15000
29,Male,Suburban,63000,57000,93000,Single,2,95,0,Investment Plan,90000,5 Years,60,0,15000
38,Male,Suburban,42000,21000,74000,Single,1,86,1,Health Insurance,90000,5 Years,80,0,15000
35,Female,Urban,52000,29000,17000,Single,0,93,1,Health Insurance,90000,10 Years,59,1,15000
32,Female,Urban,43000,22000,45000,Single,0,92,1,Health Insurance,90000,Whole Life,66,0,15000
39,Male,Rural,30000,23000,68000,Partnered,1,81,0,Health Insurance,90000,5 Years,64,1,15000
25,Male,Urban,24000,7000,77000,Single,0,85,1,Life Insurance,90000,5 Years,64,0,15000
34,Male,Urban,76000,63000,87000,Single,1,79,1,Investment Plan,90000,20 Years,65,0,15000
33,Female,Suburban,44000,24000,3000,Partnered,0,95,1,Health Insurance,90000,10 Years,80,1,15000
33,Male,Rural,28000,7000,52000,Married,0,95,0,Life Insurance,90000,10 Years,67,0,15000
50,Female,Suburban,60000,69000,13000,Parents,2,74,1,Retirement Plan,90000,10 Years,81,1,15000
60,Female,Urban,75000,30000,34000,Married,0,39,1,Retirement Plan,90000,Whole Life,80,0,15000
22,Male,Rural,24000,17000,3000,Single,1,95,0,Life Insurance,90000,20 Years,49,0,15000
59,Male,Suburban,71000,52000,72000,Parents,1,60,1,Retirement Plan,90000,20 Years,90,0,15000
62,Female,Suburban,87000,31000,57000,Empty Nesters,2,46,1,Retirement Plan,90000,5 Years,95,1,15000
61,Male,Urban,56000,43000,66000,Empty Nesters,0,49,1,Retirement Plan,90000,Whole Life,85,1,15000
35,Male,Suburban,61000,66000,42000,Partnered,1,84,0,Investment Plan,90000,20 Years,77,0,15000
62,Male,Rural,70000,30000,85000,Empty Nesters,1,32,0,Retirement Plan,90000,10 Years,76,1,15000
64,Male,Suburban,68000,42000,33000,Empty Nesters,0,66,1,Retirement Plan,90000,20 Years,87,1,15000
29,Female,Urban,61000,47000,41000,Single,1,95,1,Investment Plan,90000,10 Years,53,0,15000
33,Male,Suburban,30000,16000,21000,Married,2,95,1,Life Insurance,90000,Whole Life,84,0,15000
53,Female,Rural,64000,41000,87000,Parents,0,56,0,Retirement Plan,90000,Whole Life,74,0,15000
54,Female,Urban,53000,59000,39000,Married,0,65,0,Retirement Plan,90000,Whole Life,71,0,15000
22,Male,Suburban,31000,8000,73000,Single,1,89,0,Life Insurance,90000,Whole Life,78,1,15000
30,Male,Urban,43000,5000,14000,Single,2,95,0,Life Insurance,90000,5 Years,60,0,15000
40,Female,Suburban,39000,17000,49000,Partnered,1,93,0,Health Insurance,90000,5 Years,52,0,15000
62,Male,Rural,62000,61000,77000,Empty Nesters,2,48,1,Retirement Plan,90000,10 Years,79,1,15000
31,Male,Rural,47000,14000,42000,Married,0,86,0,Health Insurance,90000,5 Years,54,1,15000
39,Female,Suburban,50000,26000,95000,Single,0,67,1,Health Insurance,90000,20 Years,77,0,15000
30,Female,Rural,60000,53000,28000,Single,0,91,1,Investment Plan,90000,20 Years,72,0,15000
41,Male,Urban,102000,51000,7000,Married,0,90,0,Investment Plan,90000,5 Years,75,0,15000
57,Male,Urban,82000,49000,23000,Married,1,51,0,Retirement Plan,90000,Whole Life,54,1,15000
34,Male,Rural,81000,54000,48000,Partnered,0,70,1,Investment Plan,90000,Whole Life,49,0,15000
31,Male,Rural,33000,4000,9000,Single,1,95,0,Life Insurance,90000,Whole Life,48,1,15000
45,Male,Rural,55000,22000,16000,Parents,2,65,1,Health Insurance,90000,20 Years,66,1,15000
55,Male,Suburban,55000,44000,33000,Married,2,55,0,Retirement Plan,90000,20 Years,72,0,15000
45,Female,Urban,45000,34000,96000,Empty Nesters,0,72,1,Health Insurance,90000,10 Years,82,0,15000
34,Male,Rural,79000,73000,86000,Single,0,60,1,Investment Plan,90000,Whole Life,54,0,15000
35,Female,Suburban,57000,35000,33000,Married,2,88,1,Health Insurance,90000,Whole Life,55,1,15000
35,Female,Rural,43000,20000,32000,Single,0,71,0,Health Insurance,90000,Whole Life,78,1,15000
42,Male,Suburban,41000,38000,53000,Parents,1,80,0,Health Insurance,90000,Whole Life,61,1,15000
27,Female,Urban,73000,30000,10000,Single,2,91,0,Investment Plan,90000,Whole Life,57,0,15000
40,Female,Rural,110000,34000,64000,Partnered,1,92,1,Investment Plan,90000,5 Years,68,1,15000
21,Female,Suburban,25000,14000,71000,Single,0,95,1,Life Insurance,90000,10 Years,51,1,15000
57,Male,Suburban,73000,58000,94000,Parents,2,43,1,Retirement Plan,90000,20 Years,86,0,15000
33,Female,Rural,48000,20000,31000,Married,1,95,1,Health Insurance,90000,10 Years,53,1,15000
55,Female,Urban,62000,63000,13000,Empty Nesters,2,48,0,Retirement Plan,90000,5 Years,81,0,15000
51,Male,Suburban,57000,38000,53000,Parents,0,95,0,Retirement Plan,90000,Whole Life,70,1,15000
54,Male,Rural,79000,22000,27000,Married,0,72,0,Retirement Plan,90000,10 Years,64,1,15000
54,Female,Suburban,38000,32000,65000,Married,2,74,1,Retirement Plan,90000,10 Years,88,1,15000
34,Male,Rural,31000,5000,60000,Partnered,1,85,1,Life Insurance,90000,10 Years,64,0,15000
29,Female,Suburban,50000,75000,6000,Married,0,86,0,Investment Plan,90000,5 Years,75,1,15000
61,Male,Suburban,54000,38000,58000,Empty Nesters,1,53,1,Retirement Plan,90000,Whole Life,75,1,15000
36,Female,Urban,71000,71000,70000,Partnered,1,92,0,Investment Plan,90000,20 Years,62,1,15000
40,Male,Rural,65000,66000,45000,Single,1,95,1,Investment Plan,90000,Whole Life,80,0,15000
30,Male,Urban,37000,28000,75000,Single,1,95,0,Health Insurance,90000,5 Years,88,1,15000
65,Female,Urban,53000,43000,57000,Empty Nesters,0,48,0,Retirement Plan,90000,20 Years,84,0,15000
34,Male,Suburban,81000,74000,43000,Partnered,2,90,1,Investment Plan,90000,10 Years,75,1,15000
33,Female,Rural,74000,61000,9000,Partnered,1,71,1,Investment Plan,90000,20 Years,66,0,15000
43,Female,Rural,95000,55000,30000,Married,2,72,0,Investment Plan,90000,10 Years,76,1,15000
53,Female,Urban,58000,37000,91000,Empty Nesters,1,79,1,Retirement Plan,90000,5 Years,49,1,15000
28,Female,Rural,32000,9000,72000,Single,1,95,0,Life Insurance,90000,20 Years,49,1,15000
21,Female,Rural,35000,6000,63000,Single,1,95,1,Life Insurance,90000,5 Years,62,0,15000
29,Male,Suburban,15000,16000,81000,Single,0,95,1,Life Insurance,90000,Whole Life,49,0,15000
38,Male,Urban,68000,77000,73000,Married,2,83,1,Investment Plan,90000,10 Years,73,0,15000
31,Female,Rural,34000,30000,3000,Partnered,0,92,0,Health Insurance,90000,20 Years,71,0,15000
20,Female,Suburban,34000,17000,78000,Single,0,95,0,Life Insurance,90000,Whole Life,70,1,15000
32,Female,Suburban,73000,39000,5000,Partnered,0,79,1,Investment Plan,90000,Whole Life,64,1,15000
68,Male,Rural,69000,28000,75000,Empty Nesters,0,27,1,Retirement Plan,90000,10 Years,87,1,15000
63,Male,Rural,86000,71000,66000,Empty Nesters,1,69,1,Retirement Plan,90000,5 Years,59,1,15000
28,Male,Rural,47000,58000,61000,Married,0,95,1,Investment Plan,90000,5 Years,51,1,15000
41,Female,Rural,95000,61000,31000,Empty Nesters,0,95,1,Investment Plan,90000,5 Years,77,0,15000
57,Male,Urban,86000,19000,54000,Empty Nesters,1,72,1,Retirement Plan,90000,5 Years,84,1,15000
41,Female,Rural,55000,29000,31000,Married,2,95,1,Health Insurance,90000,10 Years,77,0,15000
41,Female,Urban,67000,44000,77000,Empty Nesters,0,47,1,Investment Plan,90000,Whole Life,65,1,15000
53,Male,Rural,64000,48000,96000,Empty Nesters,2,33,1,Retirement Plan,90000,20 Years,73,0,15000
35,Female,Rural,64000,54000,77000,Single,2,95,1,Investment Plan,90000,5 Years,67,0,15000
48,Female,Suburban,56000,19000,11000,Empty Nesters,1,61,1,Health Insurance,90000,20 Years,72,0,15000
28,Male,Rural,40000,18000,34000,Single,1,86,1,Life Insurance,90000,10 Years,79,0,15000
61,Male,Rural,78000,32000,4000,Empty Nesters,1,38,1,Retirement Plan,90000,Whole Life,77,0,15000
41,Male,Suburban,58000,55000,26000,Married,1,95,1,Investment Plan,90000,Whole Life,66,1,15000
42,Female,Suburban,38000,12000,57000,Parents,2,95,0,Health Insurance,90000,20 Years,75,0,15000
67,Male,Urban,52000,39000,55000,Empty Nesters,2,43,1,Retirement Plan,90000,Whole Life,80,1,15000
62,Male,Rural,106000,49000,53000,Empty Nesters,2,72,1,Retirement Plan,90000,20 Years,75,1,15000
45,Female,Rural,45000,23000,80000,Empty Nesters,1,76,1,Health Insurance,90000,20 Years,76,0,15000
40,Male,Suburban,76000,45000,47000,Partnered,0,80,1,Investment Plan,90000,10 Years,64,0,15000
32,Female,Urban,30000,12000,6000,Single,2,93,0,Life Insurance,90000,10 Years,70,1,15000
60,Male,Rural,66000,25000,49000,Empty Nesters,1,68,1,Retirement Plan,90000,Whole Life,87,0,15000
32,Female,Urban,36000,20000,40000,Partnered,2,95,1,Life Insurance,90000,5 Years,74,0,15000
58,Male,Urban,63000,44000,99000,Married,2,44,0,Retirement Plan,90000,10 Years,83,1,15000
29,Male,Urban,33000,13000,1000,Married,2,95,1,Life Insurance,90000,5 Years,58,1,15000
44,Female,Rural,67000,91000,35000,Empty Nesters,1,68,1,Investment Plan,90000,5 Years,76,0,15000
25,Male,Urban,31000,10000,99000,Single,0,88,0,Life Insurance,90000,20 Years,60,1,15000
68,Female,Urban,73000,42000,71000,Empty Nesters,2,28,0,Retirement Plan,90000,10 Years,94,0,15000
30,Female,Suburban,95000,43000,33000,Single,0,95,0,Investment Plan,90000,Whole Life,49,0,15000
41,Female,Urban,70000,61000,77000,Parents,0,95,0,Investment Plan,90000,20 Years,60,0,15000
28,Female,Suburban,52000,71000,64000,Married,1,95,1,Investment Plan,90000,10 Years,81,0,15000
30,Male,Rural,30000,16000,6000,Partnered,1,95,1,Life Insurance,90000,10 Years,68,0,15000
49,Female,Suburban,48000,25000,85000,Married,1,59,0,Health Insurance,90000,10 Years,58,0,15000
51,Male,Rural,82000,46000,71000,Married,1,89,1,Retirement Plan,90000,5 Years,83,1,15000
62,Female,Rural,76000,22000,31000,Empty Nesters,0,56,0,Retirement Plan,90000,Whole Life,90,1,15000
43,Male,Urban,78000,56000,45000,Parents,0,81,0,Investment Plan,90000,20 Years,77,1,15000
34,Male,Urban,32000,10000,94000,Married,2,92,1,Life Insurance,90000,Whole Life,77,1,15000
55,Female,Rural,87000,54000,63000,Empty Nesters,2,95,1,Retirement Plan,90000,Whole Life,95,1,15000
23,Female,Rural,38000,12000,1000,Single,2,95,0,Life Insurance,90000,10 Years,58,1,15000
30,Female,Urban,34000,13000,97000,Married,2,86,0,Life Insurance,90000,5 Years,64,0,15000
39,Female,Suburban,57000,61000,78000,Partnered,1,95,0,Investment Plan,90000,10 Years,62,0,15000
43,Female,Suburban,93000,36000,92000,Parents,2,82,1,Investment Plan,90000,5 Years,70,0,15000
35,Male,Suburban,89000,52000,95000,Married,1,93,0,Investment Plan,90000,5 Years,68,0,15000
34,Female,Rural,86000,48000,36000,Partnered,2,93,1,Investment Plan,90000,10 Years,53,1,15000
33,Female,Suburban,33000,8000,12000,Partnered,1,95,1,Life Insurance,90000,10 Years,54,0,15000
41,Female,Rural,75000,39000,15000,Empty Nesters,1,76,1,Investment Plan,90000,10 Years,74,1,15000
65,Male,Suburban,55000,37000,14000,Empty Nesters,2,47,0,Retirement Plan,90000,20 Years,94,1,15000
59,Male,Rural,48000,34000,47000,Empty Nesters,2,58,0,Retirement Plan,90000,10 Years,91,1,15000
36,Female,Rural,43000,23000,18000,Partnered,0,87,1,Health Insurance,90000,10 Years,59,0,15000
58,Male,Urban,50000,44000,39000,Empty Nesters,2,72,1,Retirement Plan,90000,10 Years,73,0,15000
38,Female,Suburban,82000,66000,39000,Single,2,89,1,Investment Plan,90000,5 Years,61,1,15000
33,Female,Urban,84000,46000,25000,Partnered,0,67,0,Investment Plan,90000,10 Years,63,0,15000
49,Male,Suburban,41000,21000,50000,Empty Nesters,0,51,0,Health Insurance,90000,5 Years,77,0,15000
44,Female,Urban,106000,35000,89000,Empty Nesters,0,82,0,Investment Plan,90000,20 Years,81,0,15000
36,Female,Urban,87000,49000,35000,Partnered,1,83,1,Investment Plan,90000,Whole Life,87,1,15000
30,Male,Suburban,23000,12000,66000,Partnered,1,95,0,Life Insurance,90000,Whole Life,69,0,15000
31,Male,Urban,52000,37000,25000,Single,1,95,1,Health Insurance,90000,20 Years,64,1,15000
26,Male,Rural,19000,15000,18000,Single,0,95,0,Life Insurance,90000,Whole Life,66,0,15000
34,Female,Rural,32000,9000,27000,Married,0,95,0,Life Insurance,90000,5 Years,48,0,15000
28,Female,Suburban,61000,39000,62000,Partnered,1,95,1,Investment Plan,90000,5 Years,75,0,15000
46,Male,Rural,48000,16000,9000,Empty Nesters,0,65,0,Health Insurance,90000,20 Years,50,1,15000
51,Female,Urban,76000,61000,79000,Married,0,48,1,Retirement Plan,90000,20 Years,83,0,15000
60,Female,Suburban,55000,45000,55000,Parents,2,73,1,Retirement Plan,90000,10 Years,79,0,15000
53,Male,Urban,54000,41000,44000,Married,1,80,0,Retirement Plan,90000,20 Years,65,0,15000
38,Female,Suburban,47000,24000,79000,Married,0,93,0,Health Insurance,90000,10 Years,60,1,15000
25,Male,Suburban,23000,11000,25000,Single,0,95,0,Life Insurance,90000,20 Years,58,0,15000
41,Male,Rural,83000,66000,1000,Married,0,86,1,Investment Plan,90000,5 Years,79,0,15000
28,Male,Urban,29000,5000,41000,Single,2,92,0,Life Insurance,90000,5 Years,66,1,15000
39,Female,Rural,36000,32000,25000,Single,1,90,1,Health Insurance,90000,10 Years,76,0,15000
54,Female,Urban,61000,48000,47000,Parents,2,76,0,Retirement Plan,90000,Whole Life,69,0,15000
42,Female,Urban,54000,39000,80000,Parents,2,78,0,Investment Plan,90000,10 Years,76,0,15000
25,Female,Rural,35000,7000,40000,Single,0,95,1,Life Insurance,90000,20 Years,71,0,15000
44,Female,Suburban,48000,20000,93000,Empty Nesters,2,95,1,Health Insurance,90000,20 Years,76,1,15000
36,Male,Suburban,70000,63000,23000,Single,2,95,1,Investment Plan,90000,10 Years,73,1,15000
65,Female,Suburban,51000,62000,39000,Empty Nesters,2,39,1,Retirement Plan,90000,20 Years,84,1,15000
44,Male,Rural,99000,51000,31000,Married,1,87,1,Investment Plan,90000,5 Years,88,0,15000
42,Female,Rural,62000,36000,17000,Parents,1,83,0,Investment Plan,90000,Whole Life,88,0,15000
54,Female,Rural,69000,59000,5000,Married,1,43,1,Retirement Plan,90000,Whole Life,79,0,15000
31,Female,Rural,86000,57000,57000,Single,1,95,0,Investment Plan,90000,Whole Life,45,0,15000
40,Male,Rural,95000,52000,11000,Single,1,90,0,Investment Plan,90000,20 Years,63,0,15000
26,Female,Rural,20000,12000,84000,Married,0,95,1,Life Insurance,90000,10 Years,61,0,15000
61,Female,Suburban,42000,58000,99000,Empty Nesters,1,45,1,Retirement Plan,90000,10 Years,63,0,15000
51,Male,Rural,65000,35000,42000,Married,2,56,0,Retirement Plan,90000,Whole Life,74,1,15000
34,Female,Rural,34000,16000,38000,Married,2,95,1,Life Insurance,90000,Whole Life,63,1,15000
33,Male,Urban,45000,16000,95000,Single,2,86,0,Health Insurance,90000,20 Years,67,1,15000
37,Male,Suburban,43000,29000,93000,Partnered,2,74,0,Health Insurance,90000,Whole Life,72,1,15000
53,Male,Suburban,73000,23000,6000,Empty Nesters,0,56,0,Retirement Plan,90000,5 Years,72,0,15000
38,Male,Rural,77000,44000,36000,Single,2,85,0,Investment Plan,90000,Whole Life,54,1,15000
38,Male,Urban,81000,43000,27000,Married,2,89,1,Investment Plan,90000,10 Years,86,1,15000
63,Male,Suburban,43000,27000,97000,Empty Nesters,1,23,0,Retirement Plan,90000,10 Years,64,0,15000
30,Male,Urban,35000,8000,85000,Single,2,95,0,Life Insurance,90000,20 Years,58,0,15000
39,Female,Urban,63000,82000,22000,Partnered,0,64,1,Investment Plan,90000,20 Years,67,0,15000
41,Female,Suburban,64000,68000,100000,Parents,0,91,1,Investment Plan,90000,5 Years,80,1,15000
31,Male,Suburban,39000,39000,7000,Partnered,1,95,0,Health Insurance,90000,5 Years,58,0,15000
62,Male,Suburban,65000,45000,22000,Empty Nesters,2,53,0,Retirement Plan,90000,20 Years,59,0,15000
28,Female,Suburban,80000,75000,100000,Married,0,92,1,Investment Plan,90000,20 Years,60,1,15000
22,Male,Suburban,16000,5000,67000,Single,0,95,0,Life Insurance,90000,Whole Life,56,0,15000
67,Female,Urban,58000,59000,13000,Empty Nesters,0,50,1,Retirement Plan,90000,Whole Life,79,0,15000
24,Male,Rural,36000,14000,12000,Single,1,81,0,Life Insurance,90000,20 Years,56,0,15000
31,Female,Rural,54000,7000,93000,Married,0,95,1,Health Insurance,90000,Whole Life,75,1,15000
50,Male,Rural,55000,43000,89000,Married,0,67,1,Retirement Plan,90000,20 Years,56,1,15000
34,Female,Suburban,64000,52000,8000,Partnered,1,94,0,Investment Plan,90000,Whole Life,66,1,15000
29,Female,Urban,63000,62000,56000,Married,1,64,1,Investment Plan,90000,Whole Life,75,1,15000
21,Male,Suburban,27000,13000,43000,Single,2,95,1,Life Insurance,90000,5 Years,57,0,15000
